live_rank,official_rank,rank_change_vs_official,player_id,player_name,gender,country,country_name,birth_year,official_points_for_comparison,live_points,points_change_vs_official,singles_points,doubles_points_raw,doubles_points_weighted,singles_results_used,doubles_results_used,live_rows_available,live_raw_points_available,live_singles_results_counting,live_doubles_results_counting,has_live_result,best_singles_1,best_singles_2,best_singles_3,best_singles_4,best_singles_5,best_singles_6,best_doubles_1,best_doubles_2,best_doubles_3,best_doubles_4,best_doubles_5,best_doubles_6,ranking_date,calculated_at
233,233,0,800725608,Kayden Colombo,M,USA,USA,2009,349,349,0,306,172,43,6,6,0,0,0,0,false,100 pts | BASE | J200 | SF | J200 Sumter | 2026-04-27,100 pts | BASE | J100 | WR | J100 Mount Pleasant | 2026-04-20,60 pts | BASE | J60 | WR | J60 Kennesaw | 2026-04-13,18 pts | BASE | J60 | SF | J60 Kerrville | 2025-09-22,18 pts | BASE | J30 | RU | J30 Ottawa | 2025-06-09,10 pts | BASE | J60 | QF | J60 Mount Pleasant | 2025-11-03,45 pts | BASE | J60 | WR | J60 Kennesaw | 2026-04-13,45 pts | BASE | J60 | WR | J60 Mount Pleasant | 2025-11-03,27 pts | BASE | J60 | RU | J60 Kerrville | 2025-09-22,25 pts | BASE | J30 | WR | J30 Raleigh | 2026-04-06,15 pts | BASE | J100 | QF | J100 Mount Pleasant | 2026-04-20,15 pts | BASE | J100 | QF | J100 Rome | 2025-10-20,2026-06-02,2026-06-02T23:19:32.285Z
234,234,0,800672663,Andy Tchinda Kepche,M,CAN,Canada,2009,346.5,346.5,0,234,450,112.5,6,6,0,0,0,0,false,60 pts | BASE | J200 | QF | J200 Montreal | 2025-09-08,36 pts | BASE | J60 | RU | J60 Fredericton | 2026-05-18,36 pts | BASE | J100 | SF | J100 Ile des Soeurs | 2026-05-04,36 pts | BASE | J100 | SF | J100 Quebec City | 2026-04-27,36 pts | BASE | J100 | SF | J100 Fujairah | 2026-01-05,30 pts | BASE | J30 | WR | J30 Kamloops | 2025-06-30,75 pts | BASE | J100 | WR | J100 Ile des Soeurs | 2026-05-04,75 pts | BASE | J100 | WR | J100 Quebec City | 2026-04-27,75 pts | BASE | J100 | WR | J100 Kingston | 2026-04-20,75 pts | BASE | J100 | WR | J100 Dubai | 2026-01-19,75 pts | BASE | J100 | WR | J100 Fujairah | 2026-01-05,75 pts | BASE | J100 | WR | J100 Queretaro | 2025-10-27,2026-06-02,2026-06-02T23:19:32.285Z
235,235,0,800688338,Love Nyqvist,M,SWE,Sweden,2008,345,345,0,282,252,63,6,6,2,29,0,0,true,100 pts | BASE | J100 | WR | J100 Tallinn | 2026-04-20,60 pts | BASE | J60 | WR | J60 Malmo | 2026-01-05,36 pts | BASE | J100 | SF | J100 Varnamo | 2026-05-18,36 pts | BASE | J100 | SF | J100 Hamburg | 2026-03-09,30 pts | BASE | J30 | WR | J30 Gothenburg | 2025-09-30,20 pts | BASE | J100 | QF | J100 Hanko | 2026-03-30,75 pts | BASE | J100 | WR | J100 Tallinn | 2026-04-20,45 pts | BASE | J100 | RU | J100 Varnamo | 2026-05-18,45 pts | BASE | J100 | RU | J100 Hamburg | 2026-03-09,45 pts | BASE | J60 | WR | J60 Malmo | 2026-01-05,27 pts | BASE | J100 | SF | J100 Bromma | 2025-12-31,15 pts | BASE | J100 | QF | J100 Hanko | 2026-03-30,2026-06-02,2026-06-02T23:19:32.285Z
235,236,1,800678627,Jayden Summers,M,RSA,South Africa,2008,345,345,0,276,276,69,6,6,0,0,0,0,false,60 pts | BASE | J100 | RU | J100 San Jose | 2026-05-04,60 pts | BASE | J100 | RU | J100 San Jose | 2026-04-27,60 pts | BASE | J60 | WR | J60 Gaborone | 2026-04-13,36 pts | BASE | J100 | SF | J100 Potchefstroom | 2026-02-23,30 pts | BASE | J30 | WR | J30 Gaborone | 2026-04-06,30 pts | BASE | J30 | WR | J30 Bulawayo | 2026-03-30,75 pts | BASE | J100 | WR | J100 Bloemfontein | 2026-02-11,75 pts | BASE | J100 | WR | J100 Johannesburg | 2025-08-25,45 pts | BASE | J60 | WR | J60 Nairobi | 2025-10-27,27 pts | BASE | J100 | SF | J100 San Jose | 2026-04-27,27 pts | BASE | J60 | RU | J60 Gaborone | 2026-04-13,27 pts | BASE | J60 | RU | J60 Bulawayo | 2025-12-08,2026-06-02,2026-06-02T23:19:32.285Z
237,237,0,800721308,William McEwan,M,USA,USA,2008,344.5,344.5,0,234,442,110.5,6,6,0,0,0,0,false,60 pts | BASE | J300 | R16 | J300 San Jose | 2026-01-19,60 pts | BASE | J60 | WR | J60 Monterrey | 2025-08-25,36 pts | BASE | J200 | R16 | J200 Woodbridge | 2026-04-07,30 pts | BASE | J30 | WR | J30 Dallas | 2025-09-15,30 pts | BASE | J30 | WR | J30 Monterrey | 2025-08-18,18 pts | BASE | J200 | R32 | J200 Corpus Christi | 2025-09-29,157 pts | BASE | J300 | RU | J300 San Jose | 2026-01-19,105 pts | BASE | J200 | RU | J200 Punta Cana | 2026-02-16,45 pts | BASE | J200 | QF | J200 Woodbridge | 2026-04-07,45 pts | BASE | J200 | QF | J200 Punta Cana | 2026-02-09,45 pts | BASE | J60 | WR | J60 San Jose | 2026-01-12,45 pts | BASE | J300 | R16 | J300 Spring - Pan American ITF | 2025-10-06,2026-06-02,2026-06-02T23:19:32.285Z
238,238,0,800716820,Gadin Arun,M,USA,USA,2010,343.5,343.5,0,282,246,61.5,6,6,0,0,0,0,false,60 pts | BASE | J100 | RU | J100 Calgary | 2026-05-25,60 pts | BASE | J60 | WR | J60 Fredericton | 2026-05-18,60 pts | BASE | J60 | WR | J60 Halifax | 2026-05-11,36 pts | BASE | J200 | R16 | J200 Las Vegas | 2026-03-02,36 pts | BASE | J60 | RU | J60 San Jose | 2026-01-05,30 pts | BASE | J300 | R32 | J300 San Diego (North American Regional Championships) | 2026-03-16,75 pts | BASE | J100 | WR | J100 Rome | 2025-10-20,45 pts | BASE | J100 | RU | J100 Calgary | 2026-05-25,45 pts | BASE | J60 | WR | J60 Halifax | 2026-05-11,27 pts | BASE | J200 | R16 | J200 Las Vegas | 2026-03-02,27 pts | BASE | J60 | RU | J60 San Jose | 2026-01-05,27 pts | BASE | J60 | RU | J60 Lexington | 2025-10-13,2026-06-02,2026-06-02T23:19:32.285Z
239,239,0,800597378,Tomas Krejci,M,CZE,Czechia,2009,340.5,340.5,0,198,570,142.5,6,6,0,0,0,0,false,60 pts | BASE | J300 | R16 | J300 Barranquilla | 2026-01-26,36 pts | BASE | J100 | SF | J100 Rabat | 2026-05-04,36 pts | BASE | J60 | RU | J60 Cairo | 2026-04-21,36 pts | BASE | J100 | SF | J100 Algiers | 2026-04-06,20 pts | BASE | J100 | QF | J100 Sobota | 2026-05-26,10 pts | BASE | J100 | R16 | J100 Aizkraukle | 2025-12-08,150 pts | BASE | J200 | WR | J200 Benicarlo | 2026-03-10,150 pts | BASE | J200 | WR | J200 Pilsen | 2025-06-23,105 pts | BASE | J300 | SF | J300 Barranquilla | 2026-01-26,75 pts | BASE | J300 | QF | J300 Salinas | 2026-02-02,45 pts | BASE | J200 | QF | J200 Valencia | 2026-03-02,45 pts | BASE | J100 | RU | J100 Aizkraukle | 2025-12-08,2026-06-02,2026-06-02T23:19:32.285Z
240,240,0,800653766,Moritz Glauser,M,LIE,Liechtenstein,2009,340,340,0,264,304,76,6,6,0,0,0,0,false,60 pts | BASE | J300 | R16 | J300 Beaulieu-sur-Mer | 2026-04-13,60 pts | BASE | J100 | RU | J100 Bromma | 2025-12-31,36 pts | BASE | J200 | R16 | J200 Prato | 2026-05-05,36 pts | BASE | J200 | R16 | J200 Salsomaggiore | 2026-04-27,36 pts | BASE | J200 | R16 | J200 Cap d'Ail | 2026-03-30,36 pts | BASE | J100 | SF | J100 Manacor | 2026-02-02,105 pts | BASE | J200 | RU | J200 Cap d'Ail | 2026-03-30,75 pts | BASE | J100 | WR | J100 Bromma | 2025-12-31,45 pts | BASE | J60 | WR | J60 Kreuzlingen | 2025-08-25,27 pts | BASE | J100 | SF | J100 Chisinau | 2026-02-23,27 pts | BASE | J60 | RU | J60 Kranj | 2025-08-04,25 pts | BASE | J30 | WR | J30 Agno | 2025-11-03,2026-06-02,2026-06-02T23:19:32.285Z
241,241,0,800631924,Rafael Asadullin,M,RUS,Russia,2008,339.25,339.25,0,208,525,131.25,6,6,0,0,0,0,false,60 pts | BASE | J100 | RU | J100 Cholpon-Ata | 2025-08-25,36 pts | BASE | J200 | R16 | J200 Targu Jiu | 2026-05-18,36 pts | BASE | J100 | SF | J100 Budapest | 2026-05-12,36 pts | BASE | J60 | RU | J60 Manama | 2025-12-08,20 pts | BASE | J100 | QF | J100 Bucharest | 2026-05-25,20 pts | BASE | J100 | QF | J100 Potchefstroom | 2026-03-02,150 pts | BASE | J200 | WR | J200 Kuala Lumpur | 2026-04-14,105 pts | BASE | J200 | RU | J200 Targu Jiu | 2026-05-18,75 pts | BASE | J100 | WR | J100 Potchefstroom | 2026-03-02,75 pts | BASE | J100 | WR | J100 Potchefstroom | 2026-02-23,75 pts | BASE | J100 | WR | J100 Cholpon-Ata | 2025-08-25,45 pts | BASE | J100 | RU | J100 Bucharest | 2026-05-25,2026-06-02,2026-06-02T23:19:32.285Z
242,242,0,800644954,Mark Becirovic Novak,M,SLO,Slovenia,2008,338.5,338.5,0,226,450,112.5,6,6,0,0,0,0,false,60 pts | BASE | J200 | QF | J200 Villach | 2026-04-27,60 pts | BASE | J60 | WR | J60 Maribor | 2025-11-17,36 pts | BASE | J200 | R16 | J200 Belgrade | 2025-08-25,30 pts | BASE | J300 | R32 | J300 Vrsar | 2026-03-23,20 pts | BASE | J100 | QF | J100 Dubrovnik | 2025-10-27,20 pts | BASE | J100 | QF | J100 Maria-Lanzendorf | 2025-09-22,105 pts | BASE | J200 | RU | J200 Villach | 2026-04-27,75 pts | BASE | J200 | SF | J200 Kosice | 2026-01-06,75 pts | BASE | J100 | WR | J100 Dubrovnik | 2025-10-27,75 pts | BASE | J100 | WR | J100 Maria-Lanzendorf | 2025-09-22,75 pts | BASE | J100 | WR | J100 Mostar | 2025-09-15,45 pts | BASE | J60 | WR | J60 Maribor | 2025-11-17,2026-06-02,2026-06-02T23:19:32.285Z
243,243,0,800680752,Justin Riley Anson,M,USA,USA,2008,338,338,0,278,240,60,6,6,0,0,0,0,false,100 pts | BASE | J200 | SF | J200 Las Vegas | 2026-03-02,60 pts | BASE | J200 | QF | J200 Sumter | 2026-04-27,36 pts | BASE | J200 | R16 | J200 College Grove | 2026-05-04,36 pts | BASE | J60 | RU | J60 Queretaro | 2026-02-02,36 pts | BASE | J100 | SF | J100 Veracruz | 2025-06-16,10 pts | BASE | J100 | R16 | J100 Zapopan | 2025-11-10,105 pts | BASE | J200 | RU | J200 College Grove | 2026-05-04,75 pts | BASE | J200 | SF | J200 Las Vegas | 2026-03-02,45 pts | BASE | J100 | RU | J100 Veracruz | 2025-06-16,15 pts | BASE | J100 | QF | J100 Zapopan | 2025-11-10,0 pts | BASE | J200 | R16 | J200 Sumter | 2026-04-27,0 pts | BASE | J60 | R16 | J60 Queretaro | 2026-02-02,2026-06-02,2026-06-02T23:19:32.285Z
244,244,0,800655675,Diego Ignacio Gomez Pajares,M,PER,Peru,2009,337,337,0,276,244,61,6,6,0,0,0,0,false,60 pts | BASE | J100 | RU | J100 Lima | 2026-05-04,60 pts | BASE | J300 | R16 | J300 Lima | 2026-02-09,60 pts | BASE | J60 | WR | J60 Chiclayo | 2025-11-17,36 pts | BASE | J200 | R16 | J200 Asuncion | 2026-03-30,30 pts | BASE | J300 | R32 | J300 Santa Cruz (South America Regional Championships) | 2026-02-23,30 pts | BASE | J30 | WR | J30 Lima | 2026-02-16,75 pts | BASE | J200 | SF | J200 Asuncion | 2026-03-30,45 pts | BASE | J300 | R16 | J300 Santa Cruz (South America Regional Championships) | 2026-02-23,45 pts | BASE | J60 | WR | J60 Chiclayo | 2025-11-17,27 pts | BASE | J100 | SF | J100 Luque | 2026-04-06,27 pts | BASE | J200 | R16 | J200 Santa Cruz | 2025-11-03,25 pts | BASE | J30 | WR | J30 Lima | 2025-06-09,2026-06-02,2026-06-02T23:19:32.285Z
245,245,0,800746729,Kuan-Huai Mao,M,TPE,Chinese Taipei,2009,334,334,0,268,264,66,6,6,0,0,0,0,false,100 pts | BASE | J100 | WR | J100 Hong Kong | 2025-09-23,36 pts | BASE | J60 | RU | J60 Anning | 2026-05-11,36 pts | BASE | J60 | RU | J60 Chengdu | 2026-05-04,36 pts | BASE | J60 | RU | J60 Chengdu | 2026-04-27,30 pts | BASE | J30 | WR | J30 Miaoli | 2025-09-02,30 pts | BASE | J30 | WR | J30 Taichung | 2025-08-25,75 pts | BASE | J100 | WR | J100 Hong Kong | 2025-09-23,45 pts | BASE | J60 | WR | J60 Anning | 2026-05-11,45 pts | BASE | J60 | WR | J60 Chengdu | 2026-05-04,45 pts | BASE | J300 | R16 | J300 Beijing | 2025-09-16,27 pts | BASE | J60 | RU | J60 Chengdu | 2026-04-27,27 pts | BASE | J100 | SF | J100 Manacor | 2026-02-02,2026-06-02,2026-06-02T23:19:32.285Z
246,246,0,800598010,Andrea Baudel,M,FRA,France,2009,332,332,0,266,264,66,6,6,0,0,0,0,false,100 pts | BASE | J100 | WR | J100 Varnamo | 2026-05-18,60 pts | BASE | J60 | WR | J60 Rabat | 2025-10-06,36 pts | BASE | J100 | SF | J100 Fujairah | 2026-01-05,30 pts | BASE | J300 | R32 | J300 Zapopan | 2025-11-17,20 pts | BASE | J100 | QF | J100 Mohammedia | 2026-04-27,20 pts | BASE | J100 | QF | J100 Verbier | 2025-06-30,75 pts | BASE | J100 | WR | J100 Mohammedia | 2026-04-27,45 pts | BASE | J300 | R16 | J300 Zapopan | 2025-11-17,45 pts | BASE | J100 | RU | J100 Zapopan | 2025-11-10,45 pts | BASE | J60 | WR | J60 Carthage | 2025-06-17,27 pts | BASE | J100 | SF | J100 Balma | 2025-10-20,27 pts | BASE | J100 | SF | J100 Verbier | 2025-06-30,2026-06-02,2026-06-02T23:19:32.285Z
247,247,0,800589486,Rodrigo Leal,M,POR,Portugal,2008,330.5,330.5,0,258,290,72.5,6,6,0,0,0,0,false,60 pts | BASE | J100 | RU | J100 Lousada | 2026-05-11,60 pts | BASE | J60 | WR | J60 Leiria | 2025-07-28,36 pts | BASE | J200 | R16 | J200 Hammamet | 2026-01-13,36 pts | BASE | J60 | RU | J60 Ioannina | 2025-07-14,36 pts | BASE | J60 | RU | J60 Preveza | 2025-07-08,30 pts | BASE | J30 | WR | J30 Vilamoura | 2025-10-06,150 pts | BASE | J200 | WR | J200 Hammamet | 2026-01-13,45 pts | BASE | J200 | QF | J200 Benicarlo | 2026-03-10,27 pts | BASE | J100 | SF | J100 Lousada | 2026-05-18,27 pts | BASE | J60 | RU | J60 Porto | 2025-08-11,27 pts | BASE | J60 | RU | J60 Leiria | 2025-07-28,14 pts | BASE | J60 | SF | J60 Preveza | 2025-07-08,2026-06-02,2026-06-02T23:19:32.285Z
248,248,0,800652444,Guilherme Barbieri Renner,M,BRA,Brazil,2008,328.5,328.5,0,243,342,85.5,6,6,0,0,0,0,false,60 pts | BASE | J300 | R16 | J300 Salinas | 2026-02-02,45 pts | BASE | J500 | R32 | J500 Gaspar | 2026-03-16,36 pts | BASE | J100 | SF | J100 Chiclayo | 2025-11-24,36 pts | BASE | J100 | SF | J100 Salvador | 2025-11-10,36 pts | BASE | J200 | R16 | J200 Santa Cruz | 2025-11-03,30 pts | BASE | J300 | R32 | J300 Santa Cruz (South America Regional Championships) | 2026-02-23,75 pts | BASE | J300 | QF | J300 Lima | 2026-02-09,75 pts | BASE | J300 | QF | J300 Salinas | 2026-02-02,75 pts | BASE | J200 | SF | J200 Santa Cruz | 2025-11-03,45 pts | BASE | J300 | R16 | J300 Santa Cruz (South America Regional Championships) | 2026-02-23,45 pts | BASE | J200 | QF | J200 Salta | 2025-10-06,27 pts | BASE | J100 | SF | J100 Salvador | 2025-11-10,2026-06-02,2026-06-02T23:19:32.285Z
249,249,0,800711046,Caden Colburne,M,CAN,Canada,2009,328,328,0,208,480,120,6,6,0,0,0,0,false,60 pts | BASE | J60 | WR | J60 Edmonton | 2025-06-02,36 pts | BASE | J100 | SF | J100 Ile des Soeurs | 2026-05-04,36 pts | BASE | J100 | SF | J100 Quebec City | 2026-04-27,36 pts | BASE | J200 | R16 | J200 Punta Cana | 2026-02-16,20 pts | BASE | J100 | QF | J100 Calgary | 2026-05-25,20 pts | BASE | J100 | QF | J100 Quebec City | 2025-09-15,105 pts | BASE | J200 | RU | J200 Punta Cana | 2026-02-09,75 pts | BASE | J100 | WR | J100 Quebec City | 2026-04-27,75 pts | BASE | J100 | WR | J100 Kingston | 2026-04-20,75 pts | BASE | J200 | SF | J200 Punta Cana | 2026-02-16,75 pts | BASE | J100 | WR | J100 Dubai | 2026-01-19,75 pts | BASE | J100 | WR | J100 Fujairah | 2026-01-05,2026-06-02,2026-06-02T23:19:32.285Z
250,250,0,800562884,Jakub Smejcky,M,CZE,Czechia,2008,327.5,327.5,0,305,90,22.5,4,3,0,0,0,0,false,200 pts | BASE | J200 | WR | J200 Monterrey | 2025-06-30,60 pts | BASE | J200 | QF | J200 Veracruz | 2025-06-23,45 pts | BASE | J500 | R32 | J500 Offenbach | 2026-05-04,0 pts | BASE | J200 | R64 | J200 Piestany | 2026-04-14,,,45 pts | BASE | J200 | QF | J200 Monterrey | 2025-06-30,45 pts | BASE | J200 | QF | J200 Veracruz | 2025-06-23,0 pts | BASE | J200 | R32 | J200 Piestany | 2026-04-14,,,,2026-06-02,2026-06-02T23:19:32.285Z
251,251,0,800601885,Arian Hasas,M,GER,Germany,2008,327,327,0,209,472,118,6,6,0,0,0,0,false,45 pts | BASE | J500 | R32 | J500 Cairo | 2026-04-06,36 pts | BASE | J200 | R16 | J200 Kosice | 2026-01-06,36 pts | BASE | J60 | RU | J60 Heiveld | 2025-10-27,36 pts | BASE | J60 | RU | J60 Arnhem | 2025-10-14,36 pts | BASE | J60 | RU | J60 Fuerth | 2025-07-22,20 pts | BASE | J100 | QF | J100 Hamburg | 2026-03-09,105 pts | BASE | J200 | RU | J200 Rutesheim | 2025-08-05,75 pts | BASE | J200 | SF | J200 Siauliai | 2026-02-17,75 pts | BASE | J200 | SF | J200 Kosice | 2026-01-06,75 pts | BASE | J100 | WR | J100 Bromma | 2025-12-31,75 pts | BASE | J100 | WR | J100 The Hague | 2025-06-18,67 pts | BASE | J500 | R16 | J500 Cairo | 2026-04-06,2026-06-02,2026-06-02T23:19:32.285Z
252,252,0,800643082,Ahmed Darmoul,M,TUN,Tunisia,2009,326.5,326.5,0,256,282,70.5,6,6,0,0,0,0,false,60 pts | BASE | J200 | QF | J200 Cairo (Africa Regional Championships) | 2026-03-23,60 pts | BASE | J100 | RU | J100 Hammam Sousse | 2025-08-19,60 pts | BASE | J200 | QF | J200 Monterrey | 2025-06-30,36 pts | BASE | J200 | R16 | J200 Pretoria | 2025-09-15,20 pts | BASE | J100 | QF | J100 Sousse | 2026-04-21,20 pts | BASE | J100 | QF | J100 Accra | 2025-09-29,75 pts | BASE | J200 | SF | J200 Pretoria | 2025-09-15,75 pts | BASE | J200 | SF | J200 Veracruz | 2025-06-23,45 pts | BASE | J200 | QF | J200 Cairo (Africa Regional Championships) | 2026-03-23,45 pts | BASE | J60 | WR | J60 Megrine | 2025-08-26,27 pts | BASE | J100 | SF | J100 Hammam Sousse | 2025-08-19,15 pts | BASE | J100 | QF | J100 Monastir | 2026-04-28,2026-06-02,2026-06-02T23:19:32.285Z
253,253,0,800719079,SOTA KAGAWA,M,JPN,Japan,2009,324,324,0,258,264,66,6,6,1,5,0,0,true,60 pts | BASE | J60 | WR | J60 Harmon | 2026-05-19,60 pts | BASE | J60 | WR | J60 Harmon | 2026-05-12,36 pts | BASE | J100 | SF | J100 Mornington | 2026-03-10,36 pts | BASE | J100 | SF | J100 Tauranga | 2026-01-20,36 pts | BASE | J100 | SF | J100 Kawaguchi | 2025-09-10,30 pts | BASE | J300 | R32 | J300 Wanju (Closed Asia Regional Championship) | 2025-10-06,75 pts | BASE | J100 | WR | J100 Tauranga | 2026-01-20,45 pts | BASE | J60 | WR | J60 Harmon | 2026-05-19,45 pts | BASE | J60 | WR | J60 Wellington | 2026-01-13,45 pts | BASE | J300 | R16 | J300 Wanju (Closed Asia Regional Championship) | 2025-10-06,27 pts | BASE | J60 | RU | J60 Harmon | 2026-05-12,27 pts | BASE | J100 | SF | J100 Mornington | 2026-03-10,2026-06-02,2026-06-02T23:19:32.285Z
253,254,1,800576611,Jaron Held,M,GER,Germany,2008,324,324,0,252,288,72,6,6,0,0,0,0,false,60 pts | BASE | J200 | QF | J200 St. Poelten | 2026-05-05,60 pts | BASE | J60 | WR | J60 Offenbach | 2026-01-14,60 pts | BASE | J60 | WR | J60 Frankfurt | 2026-01-06,36 pts | BASE | J100 | SF | J100 Hamburg | 2026-03-09,36 pts | BASE | J200 | R16 | J200 Oberhaching | 2026-02-02,0 pts | BASE | J200 | R32 | J200 Villach | 2026-04-27,150 pts | BASE | J200 | WR | J200 Oberhaching | 2026-02-02,45 pts | BASE | J200 | QF | J200 Villach | 2026-04-27,45 pts | BASE | J60 | WR | J60 Frankfurt | 2026-01-06,27 pts | BASE | J100 | SF | J100 Hamburg | 2026-03-09,14 pts | BASE | J60 | SF | J60 Offenbach | 2026-01-14,7 pts | BASE | J60 | QF | J60 Fuerth | 2025-07-22,2026-06-02,2026-06-02T23:19:32.285Z
255,255,0,800675623,Henrique Pissetti Vialle,M,BRA,Brazil,2010,322.75,322.75,0,260,251,62.75,6,6,0,0,0,0,false,100 pts | BASE | J100 | WR | J100 Lima | 2026-05-04,60 pts | BASE | J100 | RU | J100 Punta Cana | 2026-05-18,36 pts | BASE | J60 | RU | J60 Lima | 2026-04-27,36 pts | BASE | J60 | RU | J60 Zapopan | 2026-02-09,18 pts | BASE | J60 | SF | J60 Punta del Este | 2025-09-08,10 pts | BASE | J60 | QF | J60 Queretaro | 2026-02-02,75 pts | BASE | J100 | WR | J100 Punta Cana | 2026-05-11,75 pts | BASE | J100 | WR | J100 Salvador | 2025-11-10,45 pts | BASE | J100 | RU | J100 Punta Cana | 2026-05-18,27 pts | BASE | J60 | RU | J60 Curitiba | 2025-07-07,15 pts | BASE | J100 | QF | J100 Lima | 2026-05-04,14 pts | BASE | J60 | SF | J60 Queretaro | 2026-02-02,2026-06-02,2026-06-02T23:19:32.285Z
256,256,0,800712737,Har Abir Sekhon,M,AUS,Australia,2010,321.5,321.5,0,242,318,79.5,6,6,0,0,0,0,false,60 pts | BASE | J100 | RU | J100 Burnie | 2026-02-03,60 pts | BASE | J60 | WR | J60 Adelaide | 2025-09-09,36 pts | BASE | J200 | R16 | J200 Sydney | 2025-08-26,36 pts | BASE | J200 | R16 | J200 Sydney (Regional Championships) | 2025-08-19,30 pts | BASE | J300 | R32 | J300 Kuching | 2026-04-07,20 pts | BASE | J100 | QF | J100 Launceston | 2026-02-09,135 pts | BASE | JGS | R16 | Australian Open Junior Championships | 2026-01-24,75 pts | BASE | J300 | QF | J300 Kuching | 2026-04-07,27 pts | BASE | J100 | SF | J100 Burnie | 2026-02-03,27 pts | BASE | J60 | RU | J60 Nonthaburi | 2025-10-27,27 pts | BASE | J200 | R16 | J200 Sydney (Regional Championships) | 2025-08-19,27 pts | BASE | J60 | RU | J60 Gold Coast | 2025-07-02,2026-06-02,2026-06-02T23:19:32.285Z
257,257,0,800654547,Fabio Zavalaga Uculmana,M,PER,Peru,2009,318.5,318.5,0,272,186,46.5,6,6,0,0,0,0,false,60 pts | BASE | J100 | RU | J100 Cochabamba | 2026-05-18,60 pts | BASE | J60 | WR | J60 Lima | 2026-04-27,60 pts | BASE | J60 | WR | J60 Punta Cana | 2026-03-30,36 pts | BASE | J200 | R16 | J200 Santa Cruz | 2025-11-03,36 pts | BASE | J200 | R16 | J200 Lima | 2025-09-22,20 pts | BASE | J100 | QF | J100 Lima | 2026-05-04,45 pts | BASE | J60 | WR | J60 Punta Cana | 2026-04-06,45 pts | BASE | J100 | RU | J100 Chiclayo | 2025-11-24,27 pts | BASE | J60 | RU | J60 Punta Cana | 2026-03-30,27 pts | BASE | J200 | R16 | J200 Santa Cruz | 2025-11-03,27 pts | BASE | J60 | RU | J60 Santo Domingo | 2025-09-29,15 pts | BASE | J100 | QF | J100 Cochabamba | 2026-05-18,2026-06-02,2026-06-02T23:19:32.285Z
257,258,1,800670178,Mahmoud chetouane,M,TUN,Tunisia,2008,318.5,318.5,0,248,282,70.5,6,6,0,0,0,0,false,60 pts | BASE | J60 | WR | J60 Megrine | 2025-08-26,60 pts | BASE | J60 | WR | J60 Carthage | 2025-06-17,36 pts | BASE | J100 | SF | J100 Algiers | 2026-04-06,36 pts | BASE | J200 | R16 | J200 Cairo (Africa Regional Championships) | 2026-03-23,36 pts | BASE | J200 | R16 | J200 Hammamet | 2026-01-13,20 pts | BASE | J100 | QF | J100 Sousse | 2026-04-21,75 pts | BASE | J100 | WR | J100 Hammam Sousse | 2025-08-19,45 pts | BASE | J200 | QF | J200 Cairo (Africa Regional Championships) | 2026-03-23,45 pts | BASE | J60 | WR | J60 Gremda | 2026-02-10,45 pts | BASE | J60 | WR | J60 Sfax | 2026-02-03,45 pts | BASE | J200 | QF | J200 Hammamet | 2026-01-13,27 pts | BASE | J100 | SF | J100 Algiers | 2026-04-06,2026-06-02,2026-06-02T23:19:32.285Z
259,283,24,800684768,Benoit Geldof,M,FRA,France,2010,294,316.5,22.5,264,210,52.5,6,6,2,120,0,1,true,60 pts | BASE | J100 | RU | J100 Saint Gregoire | 2025-11-24,60 pts | BASE | J100 | RU | J100 Maaseik | 2025-08-04,36 pts | BASE | J200 | R16 | J200 Haskovo | 2026-04-21,36 pts | BASE | J200 | R16 | J200 Istres | 2026-04-06,36 pts | BASE | J200 | R16 | J200 Marsa | 2026-01-20,36 pts | BASE | J200 | R16 | J200 Pretoria | 2025-09-08,90 pts | LIVE | JGS | R32 | Roland Garros Junior Championships | 2026-05-31,75 pts | BASE | J100 | WR | J100 Balma | 2025-10-20,45 pts | BASE | J200 | QF | J200 Basel | 2025-07-29,0 pts | BASE | J100 | R16 | J100 Mohammedia | 2026-04-27,0 pts | BASE | J200 | R16 | J200 Haskovo | 2026-04-21,0 pts | BASE | J300 | R16 | J300 Beaulieu-sur-Mer | 2026-04-13,2026-06-02,2026-06-02T23:19:32.286Z
260,259,-1,800676373,Matyas Marsik,M,CZE,Czechia,2010,315.5,315.5,0,188,510,127.5,6,6,0,0,0,0,false,60 pts | BASE | J60 | WR | J60 Warsaw | 2026-01-28,36 pts | BASE | J200 | R16 | J200 St. Poelten | 2026-05-05,36 pts | BASE | J60 | RU | J60 Vierumaki | 2025-10-21,20 pts | BASE | J100 | QF | J100 Loughborough | 2026-03-09,18 pts | BASE | J200 | R32 | J200 Piestany | 2026-04-14,18 pts | BASE | J60 | SF | J60 Arlon | 2025-12-30,150 pts | BASE | J200 | WR | J200 St. Poelten | 2026-05-05,150 pts | BASE | J200 | WR | J200 Piestany | 2026-04-14,75 pts | BASE | J100 | WR | J100 Budapest | 2026-05-12,45 pts | BASE | J60 | WR | J60 Warsaw | 2026-01-28,45 pts | BASE | J60 | WR | J60 Arlon | 2025-12-30,45 pts | BASE | J100 | RU | J100 Aizkraukle | 2025-12-01,2026-06-02,2026-06-02T23:19:32.285Z
