live_rank,official_rank,rank_change_vs_official,player_id,player_name,gender,country,country_name,birth_year,official_points_for_comparison,live_points,points_change_vs_official,singles_points,doubles_points_raw,doubles_points_weighted,singles_results_used,doubles_results_used,live_rows_available,live_raw_points_available,live_singles_results_counting,live_doubles_results_counting,has_live_result,best_singles_1,best_singles_2,best_singles_3,best_singles_4,best_singles_5,best_singles_6,best_doubles_1,best_doubles_2,best_doubles_3,best_doubles_4,best_doubles_5,best_doubles_6,ranking_date,calculated_at
485,485,0,800751083,Musemma Cilek,F,AUS,Australia,2011,190.5,190.5,0,142,194,48.5,6,6,0,0,0,0,false,36 pts | BASE | J60 | RU | J60 Lautoka | 2025-10-07,30 pts | BASE | J30 | WR | J30 Darwin | 2026-05-26,20 pts | BASE | J100 | QF | J100 Launceston | 2026-02-09,20 pts | BASE | J100 | QF | J100 Burnie | 2026-02-03,18 pts | BASE | J200 | R32 | J200 Sydney | 2025-08-26,18 pts | BASE | J200 | R32 | J200 Sydney (Regional Championships) | 2025-08-19,75 pts | BASE | J100 | WR | J100 Launceston | 2026-02-09,45 pts | BASE | J200 | QF | J200 Sydney (Regional Championships) | 2025-08-19,27 pts | BASE | J200 | R16 | J200 Sydney | 2025-08-26,25 pts | BASE | J30 | WR | J30 Darwin | 2026-05-26,15 pts | BASE | J100 | QF | J100 Burnie | 2026-02-03,7 pts | BASE | J60 | QF | J60 Lautoka | 2025-10-07,2026-06-02,2026-06-02T23:19:32.301Z
486,486,0,800638613,Ana Paula Jativa,F,ECU,Ecuador,2009,189.5,189.5,0,137,210,52.5,6,6,0,0,0,0,false,60 pts | BASE | J300 | R16 | J300 Santa Cruz (South America Regional Championships) | 2026-02-23,30 pts | BASE | J30 | WR | J30 Salinas | 2025-07-14,18 pts | BASE | J60 | SF | J60 Quito | 2025-09-08,10 pts | BASE | J100 | R16 | J100 Salinas | 2025-06-23,10 pts | BASE | J60 | QF | J60 Salinas | 2025-06-16,9 pts | BASE | J30 | SF | J30 Ambato | 2025-09-01,45 pts | BASE | J300 | R16 | J300 Santa Cruz (South America Regional Championships) | 2026-02-23,45 pts | BASE | J60 | WR | J60 Quito | 2025-09-08,45 pts | BASE | J100 | RU | J100 Salinas | 2025-06-23,25 pts | BASE | J30 | WR | J30 Ambato | 2025-09-01,25 pts | BASE | J30 | WR | J30 Salinas | 2025-07-21,25 pts | BASE | J30 | WR | J30 Salinas | 2025-07-14,2026-06-02,2026-06-02T23:19:32.301Z
487,487,0,800671835,Ioana Maria Sandru,F,ROU,Romania,2009,188.75,188.75,0,172,67,16.75,6,5,0,0,0,0,false,36 pts | BASE | J200 | R16 | J200 Targu Jiu | 2026-05-18,36 pts | BASE | J60 | RU | J60 Burgas | 2025-09-01,30 pts | BASE | J30 | WR | J30 Bucharest | 2025-12-02,30 pts | BASE | J30 | WR | J30 Targu Jiu | 2025-08-19,20 pts | BASE | J100 | QF | J100 Budapest | 2025-08-26,20 pts | BASE | J100 | QF | J100 Timisoara | 2025-07-01,27 pts | BASE | J60 | RU | J60 Burgas | 2025-09-01,25 pts | BASE | J30 | WR | J30 Targu Jiu | 2025-08-19,15 pts | BASE | J100 | QF | J100 Budapest | 2025-08-26,0 pts | BASE | J200 | R16 | J200 Targu Jiu | 2026-05-18,0 pts | BASE | J60 | R16 | J60 Bistrita | 2025-06-17,,2026-06-02,2026-06-02T23:19:32.301Z
488,488,0,800659624,Azul Lopez Vazquez R,F,MEX,Mexico,2009,188.5,188.5,0,150,154,38.5,6,6,0,0,0,0,false,36 pts | BASE | J60 | RU | J60 Queretaro | 2026-02-02,36 pts | BASE | J100 | SF | J100 Metepec | 2025-09-22,20 pts | BASE | J100 | QF | J100 San Jose | 2026-04-27,20 pts | BASE | J100 | QF | J100 Santo Domingo | 2025-07-14,20 pts | BASE | J100 | QF | J100 Santo Domingo | 2025-07-07,18 pts | BASE | J60 | SF | J60 Tabasco | 2025-06-02,45 pts | BASE | J100 | RU | J100 San Jose | 2026-05-04,45 pts | BASE | J100 | RU | J100 San Jose | 2026-04-27,27 pts | BASE | J100 | SF | J100 Metepec | 2025-09-29,15 pts | BASE | J100 | QF | J100 Metepec | 2025-09-22,15 pts | BASE | J100 | QF | J100 Santo Domingo | 2025-07-14,7 pts | BASE | J60 | QF | J60 San Luis Potosi | 2026-02-16,2026-06-02,2026-06-02T23:19:32.301Z
489,489,0,800644177,nour sahnoun,F,TUN,Tunisia,2009,188,188,0,152,144,36,6,6,0,0,0,0,false,36 pts | BASE | J200 | R16 | J200 Cairo (Africa Regional Championships) | 2026-03-23,30 pts | BASE | J30 | WR | J30 Gazelec | 2025-09-23,30 pts | BASE | J30 | WR | J30 Bizerte | 2025-06-03,20 pts | BASE | J100 | QF | J100 Sousse | 2026-04-21,18 pts | BASE | J60 | SF | J60 Sfax | 2026-02-03,18 pts | BASE | J60 | SF | J60 Hammam Sousse | 2025-10-28,45 pts | BASE | J100 | RU | J100 Sousse | 2026-04-21,27 pts | BASE | J60 | RU | J60 Hammam Sousse | 2025-10-28,27 pts | BASE | J100 | SF | J100 Cairo | 2025-08-04,15 pts | BASE | J100 | QF | J100 Monastir | 2026-04-28,15 pts | BASE | J100 | QF | J100 Cairo | 2025-08-18,15 pts | BASE | J100 | QF | J100 Dakahlia | 2025-08-11,2026-06-02,2026-06-02T23:19:32.301Z
489,490,1,800756409,Ava Itaoui,F,AUS,Australia,2010,188,188,0,170,72,18,6,6,0,0,0,0,false,36 pts | BASE | J100 | SF | J100 Canberra | 2026-03-17,36 pts | BASE | J100 | SF | J100 Mornington | 2026-03-10,30 pts | BASE | J30 | WR | J30 Perth | 2025-11-19,30 pts | BASE | J30 | WR | J30 Adelaide | 2025-09-03,20 pts | BASE | J100 | QF | J100 Launceston | 2026-02-09,18 pts | BASE | J60 | SF | J60 Adelaide | 2025-09-09,25 pts | BASE | J30 | WR | J30 Perth | 2025-11-19,15 pts | BASE | J100 | QF | J100 Canberra | 2026-03-17,14 pts | BASE | J60 | SF | J60 Adelaide | 2025-09-09,6 pts | BASE | J30 | SF | J30 Perth | 2025-11-25,6 pts | BASE | J30 | SF | J30 Compiegne | 2025-10-06,6 pts | BASE | J30 | SF | J30 Adelaide | 2025-09-03,2026-06-02,2026-06-02T23:19:32.301Z
491,491,0,800601838,Sonia Erika Butuc Cerchez,F,ROU,Romania,2009,187.5,187.5,0,144,174,43.5,6,6,0,0,0,0,false,60 pts | BASE | J300 | R16 | J300 Plovdiv | 2026-04-28,36 pts | BASE | J60 | RU | J60 Kranj | 2025-08-04,18 pts | BASE | J60 | SF | J60 Dobrich | 2025-06-23,10 pts | BASE | J100 | R16 | J100 Bucharest | 2026-05-25,10 pts | BASE | J100 | R16 | J100 Manacor | 2026-02-02,10 pts | BASE | J60 | QF | J60 Varna | 2025-09-08,45 pts | BASE | J200 | QF | J200 Haskovo | 2026-04-21,45 pts | BASE | J60 | WR | J60 Marsa | 2026-03-30,27 pts | BASE | J60 | RU | J60 Paola | 2026-04-06,27 pts | BASE | J60 | RU | J60 Dobrich | 2025-06-23,15 pts | BASE | J100 | QF | J100 Manacor | 2026-01-26,15 pts | BASE | J100 | QF | J100 Timisoara | 2025-07-01,2026-06-02,2026-06-02T23:19:32.301Z
491,492,1,800738182,Ami Dalla Pozza,F,AUS,Australia,2011,187.5,187.5,0,156,126,31.5,6,6,0,0,0,0,false,36 pts | BASE | J200 | R16 | J200 Sydney | 2025-08-26,30 pts | BASE | J30 | WR | J30 Frankston | 2026-05-05,30 pts | BASE | J30 | WR | J30 Melbourne | 2026-04-28,20 pts | BASE | J100 | QF | J100 Canberra | 2026-03-17,20 pts | BASE | J100 | QF | J100 Mornington | 2026-03-10,20 pts | BASE | J100 | QF | J100 Launceston | 2026-02-09,27 pts | BASE | J60 | RU | J60 Adelaide | 2025-09-09,27 pts | BASE | J200 | R16 | J200 Sydney | 2025-08-26,27 pts | BASE | J200 | R16 | J200 Sydney (Regional Championships) | 2025-08-19,15 pts | BASE | J100 | QF | J100 Canberra | 2026-03-17,15 pts | BASE | J100 | QF | J100 Launceston | 2026-02-09,15 pts | BASE | J100 | QF | J100 Tauranga | 2026-01-20,2026-06-02,2026-06-02T23:19:32.301Z
491,493,2,800770797,Emily Dunn,F,NZL,New Zealand,2009,187.5,187.5,0,138,198,49.5,6,6,1,5,0,0,true,36 pts | BASE | J60 | RU | J60 Lautoka | 2025-07-22,30 pts | BASE | J30 | WR | J30 Auckland | 2025-09-16,18 pts | BASE | J60 | SF | J60 Wellington | 2026-01-13,18 pts | BASE | J60 | SF | J60 Christchurch | 2025-09-30,18 pts | BASE | J200 | R32 | J200 Sydney | 2025-08-26,18 pts | BASE | J200 | R32 | J200 Sydney (Regional Championships) | 2025-08-19,45 pts | BASE | J60 | WR | J60 Miki City | 2026-05-27,45 pts | BASE | J200 | QF | J200 Sydney | 2025-08-26,27 pts | BASE | J100 | SF | J100 Auckland | 2026-01-27,27 pts | BASE | J100 | SF | J100 Tauranga | 2026-01-20,27 pts | BASE | J200 | R16 | J200 Sydney (Regional Championships) | 2025-08-19,27 pts | BASE | J60 | RU | J60 Lautoka | 2025-07-22,2026-06-02,2026-06-02T23:19:32.301Z
494,494,0,800623372,Viktoriia Sedenkova,F,RUS,Russia,2009,187,187,0,136,204,51,6,6,0,0,0,0,false,60 pts | BASE | J60 | WR | J60 Baku | 2025-10-20,36 pts | BASE | J200 | R16 | J200 Fergana | 2025-10-06,10 pts | BASE | J60 | QF | J60 Guangzhou | 2026-04-14,10 pts | BASE | J100 | R16 | J100 Dubai | 2026-01-19,10 pts | BASE | J100 | R16 | J100 Namangan | 2025-08-11,10 pts | BASE | J60 | QF | J60 Andijan | 2025-07-28,75 pts | BASE | J100 | WR | J100 Karaganda | 2026-02-16,45 pts | BASE | J200 | QF | J200 Fergana | 2025-10-06,27 pts | BASE | J60 | RU | J60 Baku | 2025-10-20,27 pts | BASE | J100 | SF | J100 Fergana | 2025-09-29,15 pts | BASE | J100 | QF | J100 Lousada | 2026-05-18,15 pts | BASE | J100 | QF | J100 Lousada | 2026-05-11,2026-06-02,2026-06-02T23:19:32.301Z
495,495,0,800688667,Shivali Gurung,F,NEP,Nepal,2011,186.5,186.5,0,146,162,40.5,6,6,0,0,0,0,false,30 pts | BASE | J300 | R32 | J300 Kuching | 2026-04-07,30 pts | BASE | J30 | WR | J30 Pokhara | 2025-12-08,30 pts | BASE | J30 | WR | J30 Pokhara | 2025-12-01,20 pts | BASE | J100 | QF | J100 Canberra | 2026-03-17,18 pts | BASE | J200 | R32 | J200 Kuala Lumpur | 2026-04-14,18 pts | BASE | J30 | RU | J30 Colombo | 2026-02-09,45 pts | BASE | J60 | WR | J60 Kathmandu | 2026-02-02,27 pts | BASE | J100 | SF | J100 Canberra | 2026-03-17,25 pts | BASE | J30 | WR | J30 Colombo | 2026-02-09,25 pts | BASE | J30 | WR | J30 Pokhara | 2025-12-08,25 pts | BASE | J30 | WR | J30 Pokhara | 2025-12-01,15 pts | BASE | J100 | QF | J100 Mornington | 2026-03-10,2026-06-02,2026-06-02T23:19:32.301Z
495,496,1,800665681,Veronica Cervac,F,ROU,Romania,2010,186.5,186.5,0,143,174,43.5,6,6,0,0,0,0,false,60 pts | BASE | J60 | WR | J60 Bistrita | 2025-06-17,30 pts | BASE | J30 | WR | J30 Chisinau | 2025-07-07,20 pts | BASE | J100 | QF | J100 Bucharest | 2026-05-25,18 pts | BASE | J60 | SF | J60 Varna | 2025-09-08,10 pts | BASE | J100 | R16 | J100 Istanbul | 2026-01-05,5 pts | BASE | J60 | R16 | J60 Burgas | 2025-09-01,45 pts | BASE | J100 | RU | J100 Chisinau | 2026-02-23,27 pts | BASE | J100 | SF | J100 Bucharest | 2026-05-25,27 pts | BASE | J60 | RU | J60 Burgas | 2025-09-01,25 pts | BASE | J30 | WR | J30 Bucharest | 2026-04-28,25 pts | BASE | J30 | WR | J30 Bucharest | 2025-12-02,25 pts | BASE | J30 | WR | J30 Targu Jiu | 2025-08-19,2026-06-02,2026-06-02T23:19:32.301Z
497,497,0,800663534,Nicole Yekaterina Villa,F,SUI,Switzerland,2009,186,186,0,146,160,40,6,6,0,0,0,0,false,36 pts | BASE | J200 | R16 | J200 Istres | 2026-04-06,36 pts | BASE | J200 | R16 | J200 Cap d'Ail | 2026-03-30,36 pts | BASE | J60 | RU | J60 Colomiers | 2026-03-09,18 pts | BASE | J60 | SF | J60 Bollene-Sorgues | 2026-02-24,10 pts | BASE | J100 | R16 | J100 Sobota | 2026-05-26,10 pts | BASE | J100 | R16 | J100 Aridea | 2025-10-06,27 pts | BASE | J100 | SF | J100 Sobota | 2026-05-26,27 pts | BASE | J60 | RU | J60 Bollene-Sorgues | 2026-02-24,27 pts | BASE | J100 | SF | J100 Aridea | 2025-10-06,27 pts | BASE | J60 | RU | J60 Luzern | 2025-09-01,27 pts | BASE | J100 | SF | J100 Verbier | 2025-06-30,25 pts | BASE | J30 | WR | J30 Agno | 2026-02-16,2026-06-02,2026-06-02T23:19:32.301Z
498,498,0,800675179,Mariana Andrea Pinzon Sampedro,F,COL,Colombia,2009,185.5,185.5,0,150,142,35.5,6,6,0,0,0,0,false,36 pts | BASE | J60 | RU | J60 Cartagena | 2025-09-01,30 pts | BASE | J300 | R32 | J300 Santa Cruz (South America Regional Championships) | 2026-02-23,30 pts | BASE | J30 | WR | J30 Valledupar | 2025-09-15,18 pts | BASE | J30 | RU | J30 Mosquera | 2026-04-13,18 pts | BASE | J60 | SF | J60 Anapoima | 2025-12-01,18 pts | BASE | J60 | SF | J60 Armenia | 2025-11-24,45 pts | BASE | J60 | WR | J60 Pereira | 2025-11-17,27 pts | BASE | J60 | RU | J60 Anapoima | 2025-12-01,27 pts | BASE | J200 | R16 | J200 Bogota | 2025-07-14,15 pts | BASE | J100 | QF | J100 Cali | 2025-07-21,14 pts | BASE | J60 | SF | J60 Armenia | 2025-11-24,14 pts | BASE | J60 | SF | J60 Cartagena | 2025-09-01,2026-06-02,2026-06-02T23:19:32.301Z
499,499,0,800692247,Maria Vidutova,F,RUS,Russia,2011,184.75,184.75,0,163,87,21.75,6,6,0,0,0,0,false,36 pts | BASE | J60 | RU | J60 Karaganda | 2026-02-09,36 pts | BASE | J100 | SF | J100 Nairobi | 2025-11-10,36 pts | BASE | J60 | RU | J60 Nairobi | 2025-11-03,36 pts | BASE | J60 | RU | J60 Nairobi | 2025-10-27,10 pts | BASE | J100 | R16 | J100 Karaganda | 2026-02-16,9 pts | BASE | J30 | SF | J30 Telavi | 2025-07-14,27 pts | BASE | J100 | SF | J100 Nairobi | 2025-11-10,15 pts | BASE | J100 | QF | J100 Karaganda | 2026-02-16,14 pts | BASE | J60 | SF | J60 Karaganda | 2026-02-09,14 pts | BASE | J60 | SF | J60 Nairobi | 2025-11-03,14 pts | BASE | J60 | SF | J60 Nairobi | 2025-10-27,3 pts | BASE | J30 | QF | J30 Telavi | 2025-07-14,2026-06-02,2026-06-02T23:19:32.301Z
499,500,1,800632439,Emiliya Fedoseeva,F,RUS,Russia,2010,184.75,184.75,0,152,131,32.75,6,6,0,0,0,0,false,60 pts | BASE | J60 | WR | J60 Almaty | 2025-10-27,20 pts | BASE | J100 | QF | J100 Dubai | 2026-01-12,18 pts | BASE | J60 | SF | J60 Telavi | 2026-05-04,18 pts | BASE | J60 | SF | J60 Shenzhen | 2025-12-02,18 pts | BASE | J60 | SF | J60 Tsaghkadzor | 2025-09-29,18 pts | BASE | J30 | RU | J30 Tsaghkadzor | 2025-09-22,45 pts | BASE | J60 | WR | J60 Almaty | 2025-10-27,45 pts | BASE | J60 | WR | J60 Tsaghkadzor | 2025-09-29,14 pts | BASE | J60 | SF | J60 Tsaghkadzor | 2025-07-14,13 pts | BASE | J30 | RU | J30 Telavi | 2026-04-27,7 pts | BASE | J60 | QF | J60 Telavi | 2026-05-04,7 pts | BASE | J60 | QF | J60 Shenzhen | 2025-12-02,2026-06-02,2026-06-02T23:19:32.301Z
1,1,0,800586822,Ivan Ivanov,M,BUL,Bulgaria,2008,2686.25,2686.25,0,2630,225,56.25,4,1,0,0,0,0,false,1000 pts | BASE | JGS | WR | US Open Junior Tennis Championships | 2025-08-31,"1000 pts | BASE | JGS | WR | The Junior Championships, Wimbledon | 2025-07-05",490 pts | BASE | JGS | SF | Roland Garros Junior Championships | 2025-06-01,140 pts | BASE | J300 | SF | J300 Roehampton | 2025-06-29,,,225 pts | BASE | JGS | QF | Roland Garros Junior Championships | 2025-06-01,,,,,,2026-06-02,2026-06-02T23:19:32.272Z
2,3,1,800570117,Jamie Mackenzie,M,GER,Germany,2008,2357,2413.25,56.25,2080,1333,333.25,6,6,2,360,1,1,true,500 pts | BASE | J500 | WR | J500 Milan | 2026-05-18,500 pts | BASE | J500 | WR | J500 Offenbach | 2026-05-04,300 pts | BASE | JGS | QF | Australian Open Junior Championships | 2026-01-24,300 pts | BASE | J300 | WR | J300 Beijing | 2025-09-16,300 pts | BASE | J300 | WR | J300 Bamberg | 2025-06-10,180 pts | LIVE | JGS | R16 | Roland Garros Junior Championships | 2026-05-31,367 pts | BASE | JGS | SF | US Open Junior Tennis Championships | 2025-08-31,262 pts | BASE | J500 | RU | J500 Osaka | 2025-09-22,225 pts | BASE | J300 | WR | J300 Beijing | 2025-09-16,187 pts | BASE | J500 | SF | J500 Merida | 2025-11-24,180 pts | LIVE | JGS | R16 | Roland Garros Junior Championships | 2026-05-31,112 pts | BASE | J500 | QF | J500 Offenbach | 2026-05-04,2026-06-02,2026-06-02T23:19:32.273Z
3,4,1,800680259,Luis Guto Miguel,M,BRA,Brazil,2009,2354.25,2411.25,57,2070,1365,341.25,6,6,2,360,1,1,true,500 pts | BASE | J500 | WR | J500 Merida | 2025-11-24,490 pts | BASE | JGS | SF | US Open Junior Tennis Championships | 2025-08-31,300 pts | BASE | JGS | QF | Australian Open Junior Championships | 2026-01-24,300 pts | BASE | J300 | WR | J300 Traralgon | 2026-01-16,300 pts | BASE | J300 | WR | J300 Repentigny | 2025-08-24,180 pts | LIVE | JGS | R16 | Roland Garros Junior Championships | 2026-05-31,375 pts | BASE | J500 | WR | J500 Milan | 2026-05-18,225 pts | BASE | JGS | QF | Australian Open Junior Championships | 2026-01-24,225 pts | BASE | J300 | WR | J300 Traralgon | 2026-01-16,225 pts | BASE | J300 | WR | J300 Repentigny | 2025-08-24,180 pts | LIVE | JGS | R16 | Roland Garros Junior Championships | 2026-05-31,135 pts | BASE | JGS | R16 | Roland Garros Junior Championships | 2025-06-01,2026-06-02,2026-06-02T23:19:32.274Z
4,2,-2,800564683,Yannick Theodor Alexandrescou,M,FRA,France,2008,2377.25,2377.25,0,2100,1109,277.25,6,6,2,270,0,0,true,700 pts | BASE | JM | RU | 2025 ITF World Tennis Tour Junior Finals | 2025-10-22,300 pts | BASE | J300 | WR | J300 College Park | 2025-08-18,300 pts | BASE | J300 | WR | J300 Bytom | 2025-07-22,300 pts | BASE | JGS | QF | Roland Garros Junior Championships | 2025-06-01,250 pts | BASE | J500 | SF | J500 Fort Lauderdale | 2025-12-08,250 pts | BASE | J500 | SF | J500 Merida | 2025-11-24,375 pts | BASE | J500 | WR | J500 Merida | 2025-11-24,225 pts | BASE | JGS | QF | Roland Garros Junior Championships | 2025-06-01,157 pts | BASE | J300 | RU | J300 College Park | 2025-08-18,135 pts | BASE | JGS | R16 | Australian Open Junior Championships | 2026-01-24,112 pts | BASE | J500 | QF | J500 Fort Lauderdale | 2025-12-08,105 pts | BASE | J300 | SF | J300 Traralgon | 2026-01-16,2026-06-02,2026-06-02T23:19:32.273Z
5,5,0,800579895,Ziga Sesko,M,SLO,Slovenia,2008,2109.75,2246.75,137,1900,1387,346.75,6,6,2,360,1,1,true,1000 pts | BASE | JGS | WR | Australian Open Junior Championships | 2026-01-24,"300 pts | BASE | JGS | QF | The Junior Championships, Wimbledon | 2025-07-05",180 pts | LIVE | JGS | R16 | Roland Garros Junior Championships | 2026-05-31,140 pts | BASE | J300 | SF | J300 Oberpullendorf (Europe Regional Championships) | 2025-09-15,140 pts | BASE | J300 | SF | J300 Repentigny | 2025-08-24,140 pts | BASE | J300 | SF | J300 Bamberg | 2025-06-10,375 pts | BASE | J500 | WR | J500 Fort Lauderdale | 2025-12-08,225 pts | BASE | JGS | QF | Australian Open Junior Championships | 2026-01-24,225 pts | BASE | J300 | WR | J300 Traralgon | 2026-01-16,225 pts | BASE | J300 | WR | J300 Repentigny | 2025-08-24,180 pts | LIVE | JGS | R16 | Roland Garros Junior Championships | 2026-05-31,157 pts | BASE | J300 | RU | J300 Bradenton | 2025-12-01,2026-06-02,2026-06-02T23:19:32.274Z
6,6,0,800657117,Keaton Hance,M,USA,USA,2008,1985.25,2092.25,107,1650,1769,442.25,6,6,2,360,1,1,true,700 pts | BASE | JGS | RU | Australian Open Junior Championships | 2026-01-24,350 pts | BASE | J500 | RU | J500 Merida | 2025-11-24,180 pts | LIVE | JGS | R16 | Roland Garros Junior Championships | 2026-05-31,"180 pts | BASE | JGS | R16 | The Junior Championships, Wimbledon | 2025-07-05",140 pts | BASE | J300 | SF | J300 Traralgon | 2026-01-16,100 pts | BASE | J300 | QF | J300 College Park | 2025-08-18,750 pts | BASE | JGS | WR | US Open Junior Tennis Championships | 2025-08-31,367 pts | BASE | JGS | SF | Roland Garros Junior Championships | 2025-06-01,225 pts | BASE | JGS | QF | Australian Open Junior Championships | 2026-01-24,180 pts | LIVE | JGS | R16 | Roland Garros Junior Championships | 2026-05-31,"135 pts | BASE | JGS | R16 | The Junior Championships, Wimbledon | 2025-07-05",112 pts | BASE | J500 | QF | J500 Fort Lauderdale | 2025-12-08,2026-06-02,2026-06-02T23:19:32.274Z
7,7,0,800589798,Thilo Behrmann,M,AUT,Austria,2008,1977.75,1989,11.25,1710,1116,279,6,6,2,360,1,1,true,500 pts | BASE | J500 | WR | J500 Cairo | 2026-04-06,350 pts | BASE | J500 | RU | J500 Milan | 2026-05-18,300 pts | BASE | J300 | WR | J300 Vrsar | 2026-03-23,200 pts | BASE | J200 | WR | J200 Gurugram | 2026-01-12,180 pts | LIVE | JGS | R16 | Roland Garros Junior Championships | 2026-05-31,180 pts | BASE | JGS | R16 | Australian Open Junior Championships | 2026-01-24,225 pts | BASE | J300 | WR | J300 New Delhi | 2026-01-05,187 pts | BASE | J500 | SF | J500 Milan | 2026-05-18,187 pts | BASE | J500 | SF | J500 Offenbach | 2026-05-04,187 pts | BASE | J500 | SF | J500 Cairo | 2026-04-06,180 pts | LIVE | JGS | R16 | Roland Garros Junior Championships | 2026-05-31,150 pts | BASE | J200 | WR | J200 Gurugram | 2026-01-12,2026-06-02,2026-06-02T23:19:32.274Z
8,8,0,800543488,Zangar Nurlanuly,M,KAZ,Kazakhstan,2008,1842.5,1945,102.5,1810,540,135,6,6,2,270,1,1,true,490 pts | BASE | JGS | SF | Australian Open Junior Championships | 2026-01-24,490 pts | BASE | JGS | SF | US Open Junior Tennis Championships | 2025-08-31,300 pts | BASE | J300 | WR | J300 Wanju (Closed Asia Regional Championship) | 2025-10-06,200 pts | BASE | J200 | WR | J200 Chuncheon | 2025-09-30,180 pts | LIVE | JGS | R16 | Roland Garros Junior Championships | 2026-05-31,150 pts | BASE | J500 | QF | J500 Offenbach | 2026-05-04,135 pts | BASE | JGS | R16 | US Open Junior Tennis Championships | 2025-08-31,"135 pts | BASE | JGS | R16 | The Junior Championships, Wimbledon | 2025-07-05",105 pts | BASE | J300 | SF | J300 Roehampton | 2025-06-29,90 pts | LIVE | JGS | R32 | Roland Garros Junior Championships | 2026-05-31,75 pts | BASE | J300 | QF | J300 Traralgon | 2026-01-16,0 pts | BASE | JGS | R32 | Australian Open Junior Championships | 2026-01-24,2026-06-02,2026-06-02T23:19:32.274Z
9,11,2,800692786,Jack Kennedy,M,USA,USA,2008,1651,1876,225,1490,1544,386,6,5,2,360,1,1,true,420 pts | BASE | JM | WR | 2025 ITF World Tennis Tour Junior Finals | 2025-10-22,350 pts | BASE | J500 | RU | J500 Fort Lauderdale | 2025-12-08,180 pts | LIVE | JGS | R16 | Roland Garros Junior Championships | 2026-05-31,180 pts | BASE | JGS | R16 | US Open Junior Tennis Championships | 2025-08-31,"180 pts | BASE | JGS | R16 | The Junior Championships, Wimbledon | 2025-07-05",180 pts | BASE | JGS | R16 | Roland Garros Junior Championships | 2025-06-01,750 pts | BASE | JGS | WR | US Open Junior Tennis Championships | 2025-08-31,367 pts | BASE | JGS | SF | Roland Garros Junior Championships | 2025-06-01,180 pts | LIVE | JGS | R16 | Roland Garros Junior Championships | 2026-05-31,"135 pts | BASE | JGS | R16 | The Junior Championships, Wimbledon | 2025-07-05",112 pts | BASE | J500 | QF | J500 Fort Lauderdale | 2025-12-08,,2026-06-02,2026-06-02T23:19:32.274Z
10,9,-1,800571859,Dimitar Kisimov,M,BUL,Bulgaria,2008,1696.75,1725,28.25,1410,1260,315,6,6,2,270,0,1,true,350 pts | BASE | J500 | RU | J500 Offenbach | 2026-05-04,300 pts | BASE | J300 | WR | J300 Cairo | 2026-03-30,210 pts | BASE | J300 | RU | J300 Villena | 2026-03-16,210 pts | BASE | J300 | RU | J300 Bradenton | 2025-12-01,200 pts | BASE | J200 | WR | J200 Mugla | 2025-09-29,140 pts | BASE | J300 | SF | J300 Plovdiv | 2026-04-28,750 pts | BASE | JGS | WR | Australian Open Junior Championships | 2026-01-24,180 pts | LIVE | JGS | R16 | Roland Garros Junior Championships | 2026-05-31,105 pts | BASE | J300 | SF | J300 Cairo | 2026-03-30,75 pts | BASE | J300 | QF | J300 Plovdiv | 2026-04-28,75 pts | BASE | J300 | QF | J300 Villena | 2026-03-16,75 pts | BASE | J200 | SF | J200 Mugla | 2025-09-29,2026-06-02,2026-06-02T23:19:32.274Z
11,10,-1,800583844,Ryo Tabata,M,JPN,Japan,2008,1692.25,1703.5,11.25,1430,1094,273.5,6,6,2,180,1,1,true,490 pts | BASE | JGS | SF | Australian Open Junior Championships | 2026-01-24,490 pts | BASE | JGS | SF | Roland Garros Junior Championships | 2025-06-01,140 pts | BASE | J300 | SF | J300 College Park | 2025-08-18,130 pts | BASE | JM | RU | 2025 ITF World Tennis Tour Junior Finals | 2025-10-22,90 pts | LIVE | JGS | R32 | Roland Garros Junior Championships | 2026-05-31,90 pts | BASE | J500 | R16 | J500 Merida | 2025-11-24,375 pts | BASE | J500 | WR | J500 Merida | 2025-11-24,225 pts | BASE | JGS | QF | Roland Garros Junior Championships | 2025-06-01,157 pts | BASE | J300 | RU | J300 College Park | 2025-08-18,135 pts | BASE | JGS | R16 | Australian Open Junior Championships | 2026-01-24,112 pts | BASE | J500 | QF | J500 Fort Lauderdale | 2025-12-08,90 pts | LIVE | JGS | R32 | Roland Garros Junior Championships | 2026-05-31,2026-06-02,2026-06-02T23:19:32.274Z
